<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<OFFADD>,<POPCOUNTRY>,<POPZIP>,label,<CLASSCOD>,<NAICS>,iname,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<RESPDATE>,<DESC>,<NTYPE>,<DATE>,<CONTACT>,<SETASIDE>
Access to Over-the-Counter (OTC) Drug Utilization Data,,17,,Department of Health and Human Services,"5630 Fishers Lane, Room 2129 Rockville MD 20857-0001",US,20993,<AMDCSS>,99,518210,0bb8010a-8a77-11e7-89d0-1cc1de329608,HHSF223-R-1180161,https://www.fbo.gov/spg/HHS/FDA/DCASC/HHSF223-R-1180161/listing.html,Food and Drug Administration,Office of Acquisitions and Grants Services - Rockville,20857-0001,083017,Link To Document,COMBINE  ,0822,"Monifa Coleman, Contracting Officer, Phone 2404027601, Email Monifa.Coleman@fda.hhs.gov",N/A
Fire Station Cameras,,17,,Department of the Air Force,10480 Sijan Ave Elmendorf AFB AK 99506-2500,US,99506,<AMDCSS>,58,334310,0bb80152-8a77-11e7-89d0-1cc1de329608,FA5000-17-T-0133,https://www.fbo.gov/spg/USAF/PAF/3CS/FA5000-17-T-0133/listing.html,Pacific Air Forces,673 CONS - Elmendorf,99506-2500,082317,Link To Document,COMBINE  ,0822,"Brian L Nash , Phone 907-552-7169, Email brian.nash.6@us.af.mil - Matthew A Knoll, Contracting Officer, Phone 907-552-7174, Email matthew.knoll.2@us.af.mil",Total Small Business
"89--Q1 Dressings, Oil, Vinegar",03052018,17,,Department of Justice,"State Route 716, Ashland, KY 41105",US,41105,<AMDCSS>,89,,0bb800be-8a77-11e7-89d0-1cc1de329608,880025,https://www.fbo.gov/spg/DOJ/BPR/PPB/880025/listing.html,Bureau of Prisons,Acquisitions Branch,22030,090617,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
70-- ESMD Broadband Monitoring Receiver,02192018,17,,Department of the Army,"15000 Highway 115, Little Falls, MN 55345",US,56345,<AMDCSS>,70,,0bb800d8-8a77-11e7-89d0-1cc1de329608,W912LM-17-T-0071,https://www.fbo.gov/notices/8f2705fefed5958278f5c4f86978e959,FedBid,FedBid.com -- for Department of Army procurements only,22030,082317,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",N/A
PROMOTIONAL ITEMS - SEXUAL ASSAULT PREVENTION  RESPONSE,,17,,Department of the Army,PITTSBURGH INTERNATIONAL AIRPORTr300 TANKER ROAD #4202 CORAOPOLIS PA 15108-4204,US,15108,<AMDCSS>,75,323113,0bb8011d-8a77-11e7-89d0-1cc1de329608,F8R0CC7192AW01,https://www.fbo.gov/spg/USA/NGB/DAHA36-2/F8R0CC7192AW01/listing.html,National Guard Bureau,"171 MSG/MSC, PA ANG",15108-4204,083017,Link To Document,COMBINE  ,0822,"Michael W. Boyd, Contract Specialist, Phone 4127767660, Email michael.w.boyd2.mil@mail.mil",N/A
Librarian/Archivist,,17,,Department of Commerce,SSMC 3r1315 East West Highway Silver Spring MD 20910,US,96818,<AMDCSS>,R,519120,0bb8012b-8a77-11e7-89d0-1cc1de329608,PICJW-17-001,https://www.fbo.gov/spg/DOC/NOAA/NMFSJJ/PICJW-17-001/listing.html,National Oceanic and Atmospheric Administration (NOAA),National Marine Fisheries Service,20910,090517,Link To Document,COMBINE  ,0822,"JULIE WHITAKER, Contracting Officer, Phone 808-725-5355, Email julie.whitaker@noaa.gov",Total Small Business
DISA Processor Capacity Services (XSPCS),,17,,Defense Information Systems Agency,2300 East Dr.rBuilding 3600 Scott AFB IL 62225-5406,US,,<AMDCSS>,D,541519,0bb80153-8a77-11e7-89d0-1cc1de329608,HC102817R0015,https://www.fbo.gov/spg/DISA/D4AD/DITCO/HC102817R0015/listing.html,Procurement Directorate,DITCO-Scott,62225-5406,082817,Link To Document,COMBINE  ,0822,"Jacqueline D Johnson, Contracting Officer, Phone 618-229-9351, Fax 618-229-9177, Email jacqueline.d.johnson20.civ@mail.mil - Michelle R Crain, Contract Specialist, Phone 618-229-9566, Fax 618-229-9507, Email michelle.crain@disa.mil",N/A
Neutrally Buoyant (Floating) Plow Umbilicals,,17,,Department of the Navy,Building SP-64r471 East C StreetrNaval Station Norfolk Norfolk VA 23511,US,23185,<AMDCSS>,20,335921,0bb80112-8a77-11e7-89d0-1cc1de329608,N32205-17-Q-4553,https://www.fbo.gov/notices/dfbdffa0ad984cc9da9ad650eb32ce93,Military Sealift Command,MSC Norfolk (N32205),23511,090517,Link To Document,COMBINE  ,0822,"Colin J. Edick, Phone 7574430931, Email colin.edick1@navy.mil - Ashley J. Perry, Contracts Specialist, Phone (757) 443-5920, Email ashley.j.perry@navy.mil",Total Small Business
Leasing Opportunity - Fort Hancock Building 104 Request for Bids,,17,,Department of the Interior,12795 West Alameda ParkwayPost Office Box 25287 Denver CO 80225-0287,US,07732,<AMDCSS>,X,531390,0bb80130-8a77-11e7-89d0-1cc1de329608,GATE_1770_RFB104,https://www.fbo.gov/spg/DOI/NPS/APC-IS/GATE_1770_RFB104/listing.html,National Park Service,NPS - All Offices,80225-0287,092217,Link To Document,COMBINE  ,0822,"Gateway National Recreation Area, Business Management Division, Phone 718 354 4612, Fax 718 354 4515, Email gateway_bmd@nps.gov",N/A
Risk Assessment and Threat Analysis Training,,17,,Peace Corps,"1111 20th Street, N.W., Room 4432 Washington DC 20536",US,20526,<AMDCSS>,U,611430,0bb8014e-8a77-11e7-89d0-1cc1de329608,PC-17-Q-054,https://www.fbo.gov/spg/PC/OPBF/OC/PC-17-Q-054/listing.html,Office Of Acquisitions And Contract Management,OACM,20536,082417,Link To Document,COMBINE  ,0822,"Claudia Mejia , Phone 2026922082, Email cmejiasalamanca@peacecorps.gov",N/A
PII SHREDDER,,17,,Department of the Army,7 FRANKFORD AVE Anniston AL 36201-4199,,,<AMDCSS>,35,333318,0bb800a3-8a77-11e7-89d0-1cc1de329608,W911KF-17-Q-0048,https://www.fbo.gov/notices/fe65f9fe0b6908c0a85c1b4f13a460d8,Army Contracting Command,ACC - WRN (W911KF)(ANAD),36201-4199,090617,Link To Document,COMBINE  ,0822,"Barbara Gunter, Purchasing Agent, Phone 2562403715, Email barbara.b.gunter.civ@mail.mil - Yvonne Land, Chief Contracting Division, Phone 256-235-7124, Email yvonne.s.land.civ@mail.mil",
99--Command/Leadership and Information Board ,02102018,17,,Department of the Army,"419 B Street,  Bldg 29718, Fort Gordon, GA 30905",US,30905,<AMDCSS>,99,,0bb800dc-8a77-11e7-89d0-1cc1de329608,0011027586,https://www.fbo.gov/notices/2c497ef91d1d25394493c271155b2583,FedBid,FedBid.com -- for Department of Army procurements only,22030,081417,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
Distance Learning services,,17,,Department of the Air Force,"21st Contracting Squadronr135 Dover Street, Suite 2225 Peterson AFB CO 80914-1055",US,80914,<AMDCSS>,U,611710,0bb80090-8a77-11e7-89d0-1cc1de329608,FA2517-17-Q-6017,https://www.fbo.gov/spg/USAF/AFSC/21CONSb365/FA2517-17-Q-6017/listing.html,Air Force Space Command,21CONS (Bldg 350),80914-1055,082417,Link To Document,COMBINE  ,0822,"Christopher J Pryal, Phone 7195562195, Email christopher.pryal@us.af.mil - Richard Mizell, Section Chief, Phone 7195564894, Email richard.mizell@us.af.mil",Service-Disabled Veteran-Owned Small Business
"J--OPTION - Elevator, Dumbwaiter and Handicap Lift Services",02242018,17,,Department of the Army,"Fort Belvoir, Alexandria, VA 22312",Not Defined,null,<AMDCSS>,J,,0bb800eb-8a77-11e7-89d0-1cc1de329608,W91QV1-17-R-0108,https://www.fbo.gov/notices/d5900eb6f90094782be3241df8a651f3,FedBid,FedBid.com -- for Department of Army procurements only,22030,082817,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
J--POLY RESIN COATING (PRC) DECK INSTALLATION,08282017,17,,Department of the Navy,"N68836 NAVSUP Fleet Logistics Center Jacksonville Mayport Office Bldg. 191, Naval Station Mayport Fleet Contracting Center Mayport, FL",US,32228,<AMDCSS>,J,238330,0bb80143-8a77-11e7-89d0-1cc1de329608,N6883617Q0268,https://www.fbo.gov/spg/DON/NAVSUP/N68836Mayport/N6883617Q0268/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Jacksonville Mayport Office,32228,082817,Link To Document,COMBINE  ,0822,ODAJIE RICKERBY (904) 270-5699 ODAJIE RICKERBY odajie.rickerby@navy.mil(904)270-5699,Total Small Business
SMALL BUSINESS SET-ASIDE FOR One (1) Sulfur Hexafluoride Liquefaction System and Storage,,17,,Department of the Army,2800 POWDER MILL RD ADELPHI  MD 20783-1197,US,21045,<AMDCSS>,66,334516,0bb8009f-8a77-11e7-89d0-1cc1de329608,W911QX-17-T-0210,https://www.fbo.gov/notices/fc9638c83292353ea0fc89d7f05469f1,Army Contracting Command,ACC - APG (W911QX) Adelphi ,20783-1197,082917,Link To Document,COMBINE  ,0822,"Jamie N White, Conteract Specialist, Phone 3013941615, Email jamie.n.white2.civ@mail.mil",N/A
Tax Forms Production and Distribution Service ,,17,,Peace Corps,"1111 20th Street, N.W., Room 4432 Washington DC 20536",,,<AMDCSS>,R,541611,0bb8014d-8a77-11e7-89d0-1cc1de329608,PC-17-Q-077,https://www.fbo.gov/spg/PC/OPBF/OC/PC-17-Q-077/listing.html,Office Of Acquisitions And Contract Management,OACM,20536,082417,Link To Document,COMBINE  ,0822,"Claudia Mejia , Phone 2026922082, Email cmejiasalamanca@peacecorps.gov",
Helo Shelter Removal,,17,,Department of the Navy,Building SP-64r471 East C StreetrNaval Station Norfolk Norfolk VA 23511,US,23511,<AMDCSS>,J,811310,0bb80113-8a77-11e7-89d0-1cc1de329608,N32205-17-Q-4442,https://www.fbo.gov/notices/c881aca902224552a573d51047b5f6e7,Military Sealift Command,MSC Norfolk (N32205),23511,082917,Link To Document,COMBINE  ,0822,"Colin J. Edick, Phone 7574430931, Email colin.edick1@navy.mil - Ashley J. Perry, Contracts Specialist, Phone (757) 443-5920, Email ashley.j.perry@navy.mil",N/A
56--DFAC Ramada,02282018,17,,Department of the Army,"5700 Novosel St., Fort Rucker, AL 36362",US,85613,<AMDCSS>,56,,0bb800e7-8a77-11e7-89d0-1cc1de329608,0011041058-0002,https://www.fbo.gov/notices/bc42d9915df74006391c98688f2f1ba3,FedBid,FedBid.com -- for Department of Army procurements only,22030,090117,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
Multibeam Data Collection and Processing Support Services,,17,,Department of the Navy,Contracts Department (N5)r1002 Balch Blvd. Stennis Space Center MS 39522-5001,US,,<AMDCSS>,B,541370,0bb800c3-8a77-11e7-89d0-1cc1de329608,N6230617R0008,https://www.fbo.gov/notices/04d06af0260a457f987839f2a1404896,"Commander in Chief, Atlantic Fleet",Naval Oceanographic Office (NAVOCEANO),39522-5001,090817,Link To Document,COMBINE  ,0822,"Desiree Vogt, Contract Specialist, Phone 228-688-4367, Email desiree.vogt@navy.mil - Roselyn Bailey, Phone 228-688-4937, Fax 228-688-4121, Email roselyn.bailey@navy.mil",N/A
71--OSJA Furniture Replacement,02262018,17,,Department of the Army,"P.O. BOX 105072, FORT IRWIN, CA 92310",US,92310-5072,<AMDCSS>,71,,0bb800fe-8a77-11e7-89d0-1cc1de329608,IRWINOSJARMH0002,https://www.fbo.gov/notices/ce134b4690a04425beebe9b0c8bc82fd,FedBid,FedBid.com -- for Department of Army procurements only,22030,083017,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
Library Sequencing Services ,,17,,Department of Agriculture,,,,<AMDCSS>,B,541712,0bb80083-8a77-11e7-89d0-1cc1de329608,AG-64PP-S-17-0015,https://www.fbo.gov/notices/6bbb3c5f9e578454eb7c330a2feee5bd,Agricultural Research Service,Midwest Area,Total Small Business,072417,Link To Document,COMBINE  ,0718,"Brionna Wade, Contracting Officer, Phone 573-875-5291  x222, Email brionna.wade@ars.usda.gov",
AccuRev  AccuBridge maintenance  support renewal,,17,,National Aeronautics and Space Administration,"NASA Shared Services Center (NSSC), Building 1111, Jerry Hlass Road Stennis Space Center MS 39529",US,,<AMDCSS>,D,541519,0bb80115-8a77-11e7-89d0-1cc1de329608,80NSSC17Q0263,https://www.fbo.gov/notices/86afbfa347f279702d184f3e2af7c345,NASA Shared Services Center,Simplified Acquisitions,39529,082317,Link To Document,COMBINE  ,0822,"Linda Walker, Phone 2288136300, Email Linda.B.Walker@nasa.gov",Total Small Business
Maintenance  Repair of Ansul Fire Protection System ,,17,,Department of the Air Force,,DE,,<AMDCSS>,J,922160,0bb8017d-8a77-11e7-89d0-1cc1de329608,F3W3427100A001,https://www.fbo.gov/notices/d4cac3d96974aef38dbfdda999e78ff5,US Air Force Europe,52 CONS,N/A,082717,Link To Document,COMBINE  ,0822,"Hildegard Kreutz, Contracting Specialist, Phone 49(0)6565-61-9518, Fax 0049(0)6565-61-9207, Email Hildegard.Kreutz.de@us.af.mil - Yvonne M. Muenchen, Contract Specialist, Phone 6565619509, Email yvonne.muenchen.de@us.af.mil",N/A
FLEET MANAGEMENT AND ANALYSIS SERVICES,,17,,Department of the Army,1 Williams Street Camp Douglas WI 54618-5002,US,54618,<AMDCSS>,R,561330,0bb80124-8a77-11e7-89d0-1cc1de329608,W912J2-17-T-3004,https://www.fbo.gov/spg/USA/NGB/DAHA47/W912J2-17-T-3004/listing.html,National Guard Bureau,USPFO for Wisconsin,54618-5002,082917,Link To Document,COMBINE  ,0822,"Seth I. Swieter, Phone 6084271235, Email seth.i.swieter.mil@mail.mil",Service-Disabled Veteran-Owned Small Business
V--POTFF- UMT Retreat,02192018,17,,Department of the Army,"1676 Evens St., Fort Carson, CO 80913",-,-,<AMDCSS>,V,,0bb800fc-8a77-11e7-89d0-1cc1de329608,W911RZ-17-Q-0126,https://www.fbo.gov/notices/09db853d4e4caf307bec17ac33764b83,FedBid,FedBid.com -- for Department of Army procurements only,22030,082317,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",N/A
"70--CCTV Components DVR, Dome Cameras, etc.   ",11262017,17,edward.lyke@va.gov,Department of Veterans Affairs,Department of Veterans Affairs;Network Contracting Office 2;76 Veterans Avenue;Bath NY  14810,USA,07018,<AMDCSS>,70,334220,0bb800b0-8a77-11e7-89d0-1cc1de329608,VA24217Q1082,https://www.fbo.gov/spg/VA/BaVAMC/VAMCCO80220/VA24217Q1082/listing.html,Bath VAMC,Department of Veterans Affairs Medical Center,14810,082817,edward.lyke@va.gov,COMBINE  ,0822,Edward Lykeedward.lyke@va.govedward.lyke@va.gov,Veteran-Owned Small Business
Peer Support,,17,,Department of Homeland Security,245 MURRAY LANE SWrBLDG T-5 WASHINGTON DC 20223,US,20223,<AMDCSS>,U,541611,0bb80176-8a77-11e7-89d0-1cc1de329608,HSSS01-17-Q-0190,https://www.fbo.gov/spg/DHS/USSS/PDDC20229/HSSS01-17-Q-0190/listing.html,United States Secret Service,Procurement Division,20223,082517,Link To Document,COMBINE  ,0822,"Cathryn Bradley, Contract Specialist, Phone 2024066795, Email cathryn.bradley@usss.dhs.gov - Mark Broughton, Contract Officer, Phone 2024066784, Email mark.broughton@usss.dhs.gov",N/A
Motorola XTS Series Battery:,,17,,Department of the Army,Attn:  Contracting OfficerPO Box 5218 Austin TX 78763-5218,US,78703,<AMDCSS>,99,335912,0bb80123-8a77-11e7-89d0-1cc1de329608,W912L1-17-Q-0022,https://www.fbo.gov/spg/USA/NGB/DAHA41/W912L1-17-Q-0022/listing.html,National Guard Bureau,USPFO for Texas,78763-5218,082817,Link To Document,COMBINE  ,0822,"Mary L. Lockett , Contracting Specialist, Phone 5127821791, Email mary.l.lockett.mil@mail.mil",N/A
"Appliance Delivery and Installation in BLDG 930 Osan, AB",,17,,Department of the Army,Unit #15289 APO 1 96205-5289,,,<AMDCSS>,72,335228,0bb800a8-8a77-11e7-89d0-1cc1de329608,W90VN6-17-T-0064,https://www.fbo.gov/notices/19c96e9bd65eae4d682d47219aec75a5,"Army Contracting Command, ECC",411TH CSB (W90VN6) RCO OSAN,96205-5289,082717,Link To Document,COMBINE  ,0822,"Wilson Griffin, Phone 3157843260, Email wilson.l.griffin8.mil@mail.mil",
ActivCard 64K smart cards with ActivClient,,17,,Defense Information Systems Agency,2300 East Dr.rBuilding 3600 Scott AFB IL 62225-5406,US,20755,<AMDCSS>,99,326199,0bb80154-8a77-11e7-89d0-1cc1de329608,DSEMZ70028 ,https://www.fbo.gov/spg/DISA/D4AD/DITCO/DSEMZ70028 /listing.html,Procurement Directorate,DITCO-Scott,62225-5406,082517,Link To Document,COMBINE  ,0822,"Mathis M. Robinson, Contract Specialist, Phone 6182299390, Email mathis.m.robinson.civ@mail.mil",N/A
USCG 17 CB-M BOW TO STERN MAINTENANCE AND REPAIRS,,17,,Department of Homeland Security,"2401 Hawkins Point RoadrBuilding 31, Mail Stop 26 Baltimore MD 21226-5000",US,,<AMDCSS>,J,336611,0bb80171-8a77-11e7-89d0-1cc1de329608,HSCG40-17-Q-53010,https://www.fbo.gov/spg/DHS/USCG/USCGELC/HSCG40-17-Q-53010/listing.html,United States Coast Guard (USCG),USCG Surface Forces Logistics Center (SFLC) ,21226-5000,090117,Link To Document,COMBINE  ,0822,"Walter A. Mack, Jr., Contract Specialist, Phone 410-762-6472, Email walter.a.mackjr@uscg.mil - Ashley Gilbert, Contract Specialist, Phone 4107626317, Email ashley.n.gilbert@uscg.mil",Total Small Business
Appraisal Services,,17,,Department of the Army,Attn:  CESWF-CTrPO Box 17300 Fort Worth TX 76102-0300,US,76102,<AMDCSS>,R,531320,0bb8015e-8a77-11e7-89d0-1cc1de329608,W9126G17Q0021,https://www.fbo.gov/spg/USA/COE/DACA63/W9126G17Q0021/listing.html,U.S. Army Corps of Engineers,"USACE District, Fort Worth",76102-0300,090617,Link To Document,COMBINE  ,0822,"Donna Jones, Phone 8178861056, Email donna.l.jones@usace.army.mil - June Wohlbach, Contracting Officer , Phone 8178861069, Fax 8178866403, Email june.wohlbach@usace.army.mil",Total Small Business
AETC Airlift Support Services,10062017,17,,General Services Administration,819 Taylor StreetrRoom:  11A30 Fort Worth TX 76102,US,,<AMDCSS>,V,481211,0bb80101-8a77-11e7-89d0-1cc1de329608,ID07170035,https://www.fbo.gov/notices/295e53fb969a75039064925758e6f33d,Federal Acquisition Service (FAS),Acquisition Operations Division/Network Services Division (7QFA),76102,090817,Link To Document,COMBINE  ,0822,"Tammy L. Mattox, Contracting Officer, Email tammy.mattox@gsa.gov",Total Small Business
Vitamin E Re-Purification Project,,17,,Department of Health and Human Services,"Contracts Management Branchr6710B Rockledge Dr., Suite 1124, MSC7000 Bethesda MD 20892-7510",US,20892,<AMDCSS>,B,325411,0bb80129-8a77-11e7-89d0-1cc1de329608,NICHD-NOI-17-082217-MJK,https://www.fbo.gov/spg/HHS/NIH/NICHD/NICHD-NOI-17-082217-MJK/listing.html,National Institutes of Health,National Institute of Child Health and Human Development,20892-7510,090117,Link To Document,COMBINE  ,0822,"Max Kimpson, Phone 301-435-4380, Email Max.Kimpson@nih.gov - Richard Bailey , Contracting Officer, Phone 301-402-1139, Fax 301-480-8451, Email BaileyRichard@mail.nih.gov",Total Small Business
Turf rehabilitation at Chief Joseph Dam,,17,,Department of the Army,Attn: CENWS-CTrPO Box 3755 Seattle WA 98124-3755,US,98813,<AMDCSS>,Z,238910,0bb80163-8a77-11e7-89d0-1cc1de329608,W912DW17Q0088,https://www.fbo.gov/spg/USA/COE/DACA67/W912DW17Q0088/listing.html,U.S. Army Corps of Engineers,"USACE District, Seattle",98124-3755,082917,Link To Document,COMBINE  ,0822,"Alex R. Marcinkiewicz, Phone 206-764-3773, Email alex.r.marcinkiewicz@usace.army.mil - Gregory Cook, Phone 206-764-6692, Email gregory.cook@usace.army.mil",Total Small Business
66--Filter Unit Micropo,02202018,17,,Department of the Army,"11 Hap Arnold Blvd, Tobyhanna, PA 18466",US,18466-5079,<AMDCSS>,66,,0bb800ec-8a77-11e7-89d0-1cc1de329608,716300MQ,https://www.fbo.gov/notices/d2962b10b9ccc7b3a14c463579887d06,FedBid,FedBid.com -- for Department of Army procurements only,22030,082417,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",N/A
R--TO RECRUIT AN OFFSHORE US/TCN PSC PMI - USAID/SENEGAL,09062017,17,,Agency for International Development,00000-0000,,,<AMDCSS>,R,,0bb80150-8a77-11e7-89d0-1cc1de329608,SOL-685-17-000010,https://www.fbo.gov/spg/AID/OM/SEN/SOL-685-17-000010/listing.html,Overseas Missions,Senegal USAID-Dakar,00000,082217,Link To Document,COMBINE  ,0822,"Dagnoko, Aminata",N/A
Chiller and Air Handler Units,10012017,17,,Department of the Air Force,,US,IP279PN,<AMDCSS>,45,333415,0bb8017b-8a77-11e7-89d0-1cc1de329608,FA558717Q0031,https://www.fbo.gov/notices/fc01c3972ced9129131097640e40d6b9,US Air Force Europe,48 CONS/LGC - Lakenheath ,09461-0270,082817,Link To Document,COMBINE  ,0822,"Tyler Walker, Phone 01638522085, Email tyler.walker.4@us.af.mil - Octavio M. Valverde, Phone 3142262217, Fax 01638525259, Email octavio.valverde@us.af.mil",N/A
45--NDU Trash Recepticals,02062018,17,,Department of the Navy,"700 Robbins Ave, Philadelphia, PA 19111",US,20319,<AMDCSS>,45,,0bb80145-8a77-11e7-89d0-1cc1de329608,HQ01007139A131B,https://www.fbo.gov/spg/DON/NAVSUP/N00189/HQ01007139A131B/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Norfolk,22030,081017,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
CCTV,,17,,Department of the Air Force,,GB,IP27 9PN,<AMDCSS>,58,334290,0bb8017a-8a77-11e7-89d0-1cc1de329608,FA5587-17-Q-0077,https://www.fbo.gov/notices/f2a7e3f61a9dd536fb8179ea7d1db8a1,US Air Force Europe,48 CONS/LGC - Lakenheath ,09461-0270,083117,Link To Document,COMBINE  ,0822,"Tyler S. Seabourn, Contracting Specialist , Phone 31422602353, Email tyler.seabourn@us.af.mil - Jesus L. Reyes, Phone 01638522275, Email Jesus.Reyes.1@us.af.mil",N/A
79--AUTOMATIC FLOOR SCRUBBERS,09202017,17,,Department of the Interior,BIA HASKELL INDIAN NATIONS UNIV155 INDIAN AVENUE #5006Contracting OfficeLawrenceKS66046-4800US,USA,66046,<AMDCSS>,79,335210,0bb800b8-8a77-11e7-89d0-1cc1de329608,A17PS01278,https://www.fbo.gov/spg/DOI/BIA/RestonVA/A17PS01278/listing.html,Bureau of Indian Affairs,BIA - DAPM,66046,090517,Link To Document,COMBINE  ,0822,"BEGAY, JANICE",Indian Small Business Economic Enterprises
13--RFQ A17PS01282 Ammo for BIA/NWRO,02262018,17,,Department of the Interior,"911 NE 11th Avenue, Portland, OR 97232",US,98661,<AMDCSS>,13,,0bb800b9-8a77-11e7-89d0-1cc1de329608,A17PS01282,https://www.fbo.gov/spg/DOI/BIA/RestonVA/A17PS01282/listing.html,Bureau of Indian Affairs,BIA - DAPM,22030,083017,Link To Document,COMBINE  ,0822,"Name: Tami Gallegos, Title: Contract Specialist, Phone: 5038722862, Fax: 5032316810, Email: tami.gallegos@bia.gov;",Indian Economic Enterprises
"66--New Microscope System To Replace Nikon Eclipse 80i Answers to Vendor Questions Change Submittal of Offers date to read: August 23, 2017 ",09222017,17,surella.tracy@va.gov,Department of Veterans Affairs,Department of Veterans Affairs;Veterans Health Administration;Network Contracting Office 16;2575 Keystone Crossing;Fayetteville AR  72703,USA,72703,<AMDCSS>,66,334516,0bb800d6-8a77-11e7-89d0-1cc1de329608,VA25617Q1296,https://www.fbo.gov/spg/VA/FaVAMC564/FaVAMC564/VA25617Q1296/listing.html,Fayetteville (AR) VAMC,Department of Veterans Affairs Medical Center,72703,082317,surella.tracy@va.gov,COMBINE  ,0822,Surella Tracysurella.tracy@va.govsurella.tracy@va.gov,N/A
Helo Shelter Removal,,17,,Department of the Navy,Building SP-64r471 East C StreetrNaval Station Norfolk Norfolk VA 23511,US,23511,<AMDCSS>,J,811310,0bb80111-8a77-11e7-89d0-1cc1de329608,N32205-17-Q-4442,https://www.fbo.gov/notices/ff3993fa4c4a57249a688620c76a6ac5,Military Sealift Command,MSC Norfolk (N32205),23511,082917,Link To Document,COMBINE  ,0822,"Colin J. Edick, Phone 7574430931, Email colin.edick1@navy.mil - Ashley J. Perry, Contracts Specialist, Phone (757) 443-5920, Email ashley.j.perry@navy.mil",N/A
Payload Attach Fitting Automated Non-Destructive Evaluation (NDE) System (PANS),,17,,National Aeronautics and Space Administration,"NASA/George C. Marshall Space Flight Center, Office of Procurement Marshall Space Flight Center AL 35812",US,35812,<AMDCSS>,66,334513,0bb80110-8a77-11e7-89d0-1cc1de329608,80MSFC17Q0020,https://www.fbo.gov/notices/fbf7a60e844be6959d4495ea1b8f971c,Marshall Space Flight Center,Office of Procurement,35812,082817,Link To Document,COMBINE  ,0822,"Kimberly N. Williams, Phone 2565441580, Email kimberly.n.williams@nasa.gov",Total Small Business
VICADS Security Cameras,,17,,Department of the Air Force,321 Cullen StreetrBldg 216r Shaw AFB SC 29152,US,29152,<AMDCSS>,63,561621,0bb80086-8a77-11e7-89d0-1cc1de329608,FA4803-17-Q-B075,https://www.fbo.gov/spg/USAF/ACC/20CONS/FA4803-17-Q-B075/listing.html,Air Combat Command,20 CONS,29152,082317,Link To Document,COMBINE  ,0822,"Jessica Owens, Phone 8038955355, Email jessica.owens.3@us.af.mil - Michael R. Kymes, Contracting Officer, Phone 8038955396, Email michael.kymes@us.af.mil",N/A
38--Backhoe / Loader,02202018,17,,Department of the Army,"B667a Ruger Rd, West Point, NY 10996",US,10996,<AMDCSS>,38,,0bb800f7-8a77-11e7-89d0-1cc1de329608,WPDPWMSD0002,https://www.fbo.gov/notices/80897dc1d50b74e2b9f48a80ccaeaee5,FedBid,FedBid.com -- for Department of Army procurements only,22030,082417,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
JET EDGE REPAIR,,17,,Department of the Army,7 FRANKFORD AVE Anniston AL 36201-4199,,,<AMDCSS>,J,333517,0bb800a5-8a77-11e7-89d0-1cc1de329608,W911KF-17-Q-0052,https://www.fbo.gov/notices/2bb7bc11f19b47e9af24bd79ef80f131,Army Contracting Command,ACC - WRN (W911KF)(ANAD),36201-4199,082517,Link To Document,COMBINE  ,0822,"Barbara Gunter, Purchasing Agent, Phone 2562403715, Email barbara.b.gunter.civ@mail.mil - Yvonne Land, Chief Contracting Division, Phone 256-235-7124, Email yvonne.s.land.civ@mail.mil",
