ZIP_CODE,CONTRACTING_OFFICE_CODE,DEPARTMENT_NAME,ADDRESS_STATE,ADDRESS_CITY,label,START_DATE,CONTRACTING_OFFICE_NAME,COUNTRY_CODE,iname,AGENCY_NAME,AGENCY_CODE
52057,1261YJ,"AGRICULTURE, DEPARTMENT OF",IA,MANCHESTER,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb1bb516-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
44114,1255TK,"AGRICULTURE, DEPARTMENT OF",OH,CLEVELAND,contracting_office,04/01/2016 00:00:00,USDA APHIS WS,USA,bb1bb436-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
85024,15F004,"JUSTICE, DEPARTMENT OF",AZ,PHOENIX,contracting_office,04/01/2016 00:00:00,PHOENIX FIELD OFFICE,USA,bb418514-89d1-11e7-89d0-1cc1de329608,FEDERAL BUREAU OF INVESTIGATION,1549
33158,124228,"AGRICULTURE, DEPARTMENT OF",FL,MIAMI,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb131e9c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
79821,15ULAT,"JUSTICE, DEPARTMENT OF",TX,ANTHONY,contracting_office,04/01/2016 00:00:00,FCI LA TUNA,USA,bb3d509e-89d1-11e7-89d0-1cc1de329608,FEDERAL PRISON INDUSTRIES / UNICOR,1542
75505,15UTEX,"JUSTICE, DEPARTMENT OF",TX,TEXARKANA,contracting_office,04/01/2016 00:00:00,FCI TEXARKANA,USA,bb3d515e-89d1-11e7-89d0-1cc1de329608,FEDERAL PRISON INDUSTRIES / UNICOR,1542
75801-5642,1279AC,"AGRICULTURE, DEPARTMENT OF",TX,PALESTINE,contracting_office,04/01/2016 00:00:00,USDA APHIS VS,USA,bb1ff456-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
40214-2682,S2102A,DEPT OF DEFENSE,KY,LOUISVILLE,contracting_office,10/01/2004 00:00:00,DCMA RAYTHEON TUCSON LOUISVILLE TM,USA,bbb78858-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
09356,W917PM,DEPT OF DEFENSE,AE,APO,contracting_office,09/08/2004 00:00:00,W31R AFGHANISTAN AREA OFC,USA,bba6c1a0-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
99802,70Z087,"HOMELAND SECURITY, DEPARTMENT OF",AK,JUNEAU,contracting_office,04/01/2016 00:00:00,CEU JUNEAU(00087),USA,bb7c45ec-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
09355,W5J9LE,DEPT OF DEFENSE,AE,APO,contracting_office,10/01/2009 00:00:00,W31R ENDIST AFGHANISTAN SOUTH,USA,bba28a98-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
29201,15JA71,"JUSTICE, DEPARTMENT OF",SC,COLUMBIA,contracting_office,04/01/2016 00:00:00,U.S. ATTORNEYS OFFICE-SC (USA71),USA,bb34f646-89d1-11e7-89d0-1cc1de329608,"OFFICES, BOARDS AND DIVISIONS",1501
39531,36P520,"VETERANS AFFAIRS, DEPARTMENT OF",MS,BILOXI,contracting_office,04/01/2016 00:00:00,520P-BILOXI PROTHESTICS(00520P),USA,bb676b4e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
96202-5273,W90VN7,DEPT OF DEFENSE,AP,APO,contracting_office,10/01/2014 00:00:00,0630 AQ TM     CONTRACTING TEA,USA,bba28b10-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
01852-5130,36132T,"VETERANS AFFAIRS, DEPARTMENT OF",MA,LOWELL,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS VA BOSTON,USA,bb56a7f4-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
23459-8739,V4582A,DEPT OF DEFENSE,VA,VIRGINIA BEACH,contracting_office,10/01/2006 00:00:00,NAVY EXPEDITIONARY COMBAT COMMAND,USA,bb9e4554-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
60007,1251LR,"AGRICULTURE, DEPARTMENT OF",IL,ELK GROVE VILLAGE,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ SITC,USA,bb1789d2-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
23505-1498,N57023,DEPT OF DEFENSE,VA,NORFOLK,contracting_office,10/01/2004 00:00:00,OPERATIONAL TEST AND EVALUATION,USA,bb918ea2-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
23297-5770,SPM4A7,DEPT OF DEFENSE,VA,RICHMOND,contracting_office,10/01/2005 00:00:00,DLA AVIATION,USA,bbbffdce-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
99702-2200,FA5004,DEPT OF DEFENSE,AK,EIELSON AFB,contracting_office,10/01/2004 00:00:00,FA5004  354 CONS LGC,USA,bbaaf7f0-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
65203,126485,"AGRICULTURE, DEPARTMENT OF",MO,COLUMBIA,contracting_office,04/01/2016 00:00:00,SUDA CFSA (6485) MISSOURI STATE,USA,baf16788-89d1-11e7-89d0-1cc1de329608,FARM SERVICE AGENCY,12D2
20785,15M500,"JUSTICE, DEPARTMENT OF",MD,LANDOVER,contracting_office,04/01/2016 00:00:00,"U.S. DEPT OF JUSTICE, USMS",USA,bb41848c-89d1-11e7-89d0-1cc1de329608,U.S. MARSHALS SERVICE,1544
38133-2701,1247J8,"AGRICULTURE, DEPARTMENT OF",TN,MEMPHIS,contracting_office,04/01/2016 00:00:00,USDA  AMS  IT DIVISION,USA,bafe0bea-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
78541-9398,127M0H,"AGRICULTURE, DEPARTMENT OF",TX,EDINBURG,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ MFFRF,USA,bb1ff686-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
77019,S4803A,DEPT OF DEFENSE,TX,HOUSTON,contracting_office,11/03/2013 00:00:00,DCMA INTL CONTRACTS OCONUS GROUP,USA,bbb78ae0-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
,952316,BROADCASTING BOARD OF GOVERNORS,,PATHUMWAN BANGKOK,contracting_office,04/01/2016 00:00:00,"BBG, VOA BANGKOK BUREAU",THA,bb88cf8e-89d1-11e7-89d0-1cc1de329608,BROADCASTING BOARD OF GOVERNORS,9568
22310,363346,"VETERANS AFFAIRS, DEPARTMENT OF",VA,ALEXANDRIA,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5adbc6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20002,910039,"EDUCATION, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,INSTITUTE OF EDUCATION SCIENCES,USA,bb88ce26-89d1-11e7-89d0-1cc1de329608,"EDUCATION, DEPARTMENT OF",9100
44870,365538,"VETERANS AFFAIRS, DEPARTMENT OF",OH,SANDUSKY,contracting_office,04/01/2016 00:00:00,DEPARTMENT OF VETERANS AFFAIRS,USA,bb5f0876-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
01002,121LAV,"AGRICULTURE, DEPARTMENT OF",MA,AMHERST,contracting_office,04/01/2016 00:00:00,USDA  APHIS  ANIMAL DAMAGE CONTROL,USA,bb067c02-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
29503,1246FF,"AGRICULTURE, DEPARTMENT OF",SC,FLORENCE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb17878a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
19111-5096,SPE8EJ,DEPT OF DEFENSE,PA,PHILADELPHIA,contracting_office,05/01/2013 00:00:00,DLA TROOP SUPPORT,USA,bbbffcbe-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
20520,19SF50,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN CONSULATE JOHANNESBURG,USA,bb4e447a-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
21031,1232G6,"AGRICULTURE, DEPARTMENT OF",MD,HUNT VALLEY,contracting_office,04/01/2016 00:00:00,USDA  AMS  FRUIT AND VEGETABLE DIV,USA,bafe0942-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
,720182,AGENCY FOR INTERNATIONAL DEVELOPMENT,,ELBASAN,contracting_office,04/01/2016 00:00:00,USAID/ALBANIA,ALB,bb807894-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
17070-5059,SP7000,DEPT OF DEFENSE,PA,NEW CUMBERLAND,contracting_office,07/01/2016 00:00:00,DCSO NEW CUMBERLAND,USA,bbbbbd06-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
01610-2389,N63303,DEPT OF DEFENSE,MA,WORCESTER,contracting_office,10/01/2004 00:00:00,COMMANDING OFFICER,USA,bb9a0ab6-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
96205-0001,12T4CA,"AGRICULTURE, DEPARTMENT OF",AP,APO,contracting_office,04/01/2016 00:00:00,USDA APHIS IS,USA,bb285c78-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
96913,W911YU,DEPT OF DEFENSE,GU,BARRIGADA,contracting_office,10/01/2003 00:00:00,W7QP USPFO ACTIVITY GU ARNG,USA,bba28c38-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
98902,120F08,"AGRICULTURE, DEPARTMENT OF",WA,YAKIMA,contracting_office,04/01/2016 00:00:00,USDA AMS FV SCI DIVISION,USA,baf9d912-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
68510-4202,12655S,"AGRICULTURE, DEPARTMENT OF",NE,LINCOLN,contracting_office,04/01/2016 00:00:00,USDA FSA,USA,baf167a0-89d1-11e7-89d0-1cc1de329608,FARM SERVICE AGENCY,12D2
64106,1333MF,"COMMERCE, DEPARTMENT OF",MO,KANSAS CITY,contracting_office,04/01/2016 00:00:00,DEPT OF COMMERCE NOAA,USA,bb2c8f80-89d1-11e7-89d0-1cc1de329608,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1330
19148,1224A5,"AGRICULTURE, DEPARTMENT OF",PA,PHILADELPHIA,contracting_office,04/01/2016 00:00:00,USDA  AGRICULTURAL MARKETING SVC,USA,baf9da2a-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
60638-6222,1251KR,"AGRICULTURE, DEPARTMENT OF",IL,CHICAGO,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,baf9d73a-89d1-11e7-89d0-1cc1de329608,NATIONAL AGRICULTURAL STATISTICS SERVICE,12H5
48101,125491,"AGRICULTURE, DEPARTMENT OF",MI,ALLEN PARK,contracting_office,04/01/2016 00:00:00,USDA AMS FRUIT AND VEG DIV FPB,USA,bb02419a-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
20520,19AF10,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN CONSULATE HERAT,USA,bb4a02be-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
20737-1238,1237AE,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPD  ES,USA,bb0ee7a4-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
59840-3114,120351,"AGRICULTURE, DEPARTMENT OF",MT,HAMILTON,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,bae88f9c-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
28306,124599,"AGRICULTURE, DEPARTMENT OF",NC,FAYETTEVILLE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb17867a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
32509-5237,N68322,DEPT OF DEFENSE,FL,PENSACOLA,contracting_office,10/01/2004 00:00:00,NAVAL EDUCATION AND TRAINING,USA,bb9a0ce6-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20531,15P0CR,"JUSTICE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,OJP CIVIL RIGHTS,USA,bb45bc14-89d1-11e7-89d0-1cc1de329608,OFFICE OF JUSTICE PROGRAMS,1550
19111-5096,SPM8EC,DEPT OF DEFENSE,PA,PHILADELPHIA,contracting_office,10/01/2006 00:00:00,DLA TROOP SUPPORT,USA,bbbfffe6-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
20785,15M101,"JUSTICE, DEPARTMENT OF",MD,LANDOVER,contracting_office,04/01/2016 00:00:00,"U.S. DEPT OF JUSTICE, USMS",USA,bb41844c-89d1-11e7-89d0-1cc1de329608,U.S. MARSHALS SERVICE,1544
23461-2098,N00281,DEPT OF DEFENSE,VA,VIRGINIA BEACH,contracting_office,10/01/2004 00:00:00,TRAINING SUPPORT CENTER,USA,bb8d4582-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
96349-1500,N62649,DEPT OF DEFENSE,AP,FPO,contracting_office,10/01/2004 00:00:00,NAVSUP FLT LOG CTR  YOKOSUKA,USA,bb95ccda-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
73104,36C635,"VETERANS AFFAIRS, DEPARTMENT OF",OK,OKLAHOMA CITY,contracting_office,04/01/2016 00:00:00,635-OKLAHOMA CITY (00635),USA,bb6767d6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
83402,892432,"ENERGY, DEPARTMENT OF",ID,IDAHO FALLS,contracting_office,04/01/2016 00:00:00,IDAHO OPERATIONS OFFICE,USA,bb84a6e8-89d1-11e7-89d0-1cc1de329608,"ENERGY, DEPARTMENT OF",8900
23297-5770,SPM4AK,DEPT OF DEFENSE,VA,RICHMOND,contracting_office,10/01/2002 00:00:00,DLA AVIATION,USA,bbbffdde-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
65101,3664X1,"VETERANS AFFAIRS, DEPARTMENT OF",MO,JEFFERSON CITY,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f09c6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
23297-5770,SPE4AE,DEPT OF DEFENSE,VA,RICHMOND,contracting_office,10/01/2011 00:00:00,DLA AVIATION,USA,bbbbbdee-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
92106,369132,"VETERANS AFFAIRS, DEPARTMENT OF",CA,SAN DIEGO,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb633960-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
32772-0818,1242J0,"AGRICULTURE, DEPARTMENT OF",FL,SANFORD,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb1320bc-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
29152-5000,FA4889,DEPT OF DEFENSE,SC,SHAW AFB,contracting_office,10/01/2011 00:00:00,FA4889  USAFCENT A7KQ,USA,bbaaf7d0-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
14202-2392,S3305A,DEPT OF DEFENSE,NY,BUFFALO,contracting_office,10/01/2004 00:00:00,DCMA BUFFALO PH 716 551 3430,USA,bbb78930-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
11944,1223H8,"AGRICULTURE, DEPARTMENT OF",NY,GREENPORT,contracting_office,04/01/2016 00:00:00,USDA  APHIS  S AND T  NVSL,USA,bb0aac18-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
28217-2823,1245XS,"AGRICULTURE, DEPARTMENT OF",NC,CHARLOTTE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb178722-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
25168,N61903,DEPT OF DEFENSE,WV,RED HOUSE,contracting_office,03/15/2007 00:00:00,NAVOPSPTCEN ELEANOR,USA,bb95c982-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
97630,140L28,"INTERIOR, DEPARTMENT OF THE",OR,LAKEVIEW,contracting_office,04/01/2016 00:00:00,BUREAU OF LAND MANAGEMENT,USA,bb30bf20-89d1-11e7-89d0-1cc1de329608,BUREAU OF LAND MANAGEMENT,1422
20250,1231AN,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,bb285d40-89d1-11e7-89d0-1cc1de329608,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",12K4
21235,2832K6,SOCIAL SECURITY ADMINISTRATION,MD,BALTIMORE,contracting_office,04/01/2016 00:00:00,SOCIAL SECURITY ADMINSTRATION,USA,bb52764e-89d1-11e7-89d0-1cc1de329608,SOCIAL SECURITY ADMINISTRATION,2800
60008-1098,S1407A,DEPT OF DEFENSE,IL,ROLLING MEADOWS,contracting_office,10/01/2004 00:00:00,DCMA NORTHROP GRUMMAN ROLLNG MEADOW,USA,bbb359bc-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
20762-6604,FA7014,DEPT OF DEFENSE,MD,ANDREWS AFB,contracting_office,06/01/2005 00:00:00,FA7014  AFDW PK,USA,bbaaf918-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
27611,1245VH,"AGRICULTURE, DEPARTMENT OF",NC,RALEIGH,contracting_office,04/01/2016 00:00:00,USDA  AMS  F AND V DIVISION,USA,bafe0b42-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
26101,203425,"TREASURY, DEPARTMENT OF THE",WV,PARKERSBURG,contracting_office,04/01/2016 00:00:00,ARC DIV PROC SVCS - FHFA OIG,USA,bb5274e6-89d1-11e7-89d0-1cc1de329608,BUREAU OF THE FISCAL SERVICE,2036
33467,364255,"VETERANS AFFAIRS, DEPARTMENT OF",FL,LAKE WORTH,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5adc96-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20737-1229,123K86,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  M AND B  DMB  PDMS,USA,bb0ee8f4-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
80225,47PJ00,GENERAL SERVICES ADMINISTRATION,CO,LAKEWOOD,contracting_office,04/01/2016 00:00:00,PBS R8,USA,bb73f52a-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
22202-5452,1645GR,"LABOR, DEPARTMENT OF",VA,ARLINGTON,contracting_office,04/01/2016 00:00:00,U.S. DEPARTMENT OF LABOR,USA,bb45bd44-89d1-11e7-89d0-1cc1de329608,MINE SAFETY AND HEALTH ADMINISTRATION,1645
44067-1678,140P64,"INTERIOR, DEPARTMENT OF THE",OH,SAGAMORE HILLS,contracting_office,04/01/2016 00:00:00,MWR OHIO(64000),USA,bb34f306-89d1-11e7-89d0-1cc1de329608,NATIONAL PARK SERVICE,1443
64106,1333ME,"COMMERCE, DEPARTMENT OF",MO,KANSAS CITY,contracting_office,04/01/2016 00:00:00,DEPT OF COMMERCE NOAA,USA,bb2c8f78-89d1-11e7-89d0-1cc1de329608,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1330
90040,1291L9,"AGRICULTURE, DEPARTMENT OF",CA,COMMERCE,contracting_office,04/01/2016 00:00:00,USDA AMS FVP FPB,USA,bb06792a-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
04330,36P402,"VETERANS AFFAIRS, DEPARTMENT OF",ME,AUGUSTA,contracting_office,04/01/2016 00:00:00,402P-TOGUS PROSTHETICS (00402P),USA,bb676aa6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
84701,1284MN,"AGRICULTURE, DEPARTMENT OF",UT,RICHFIELD,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb1ff7be-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
20520,19BR25,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY BRASILIA,USA,bb4a03ae-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
18251,122402,"AGRICULTURE, DEPARTMENT OF",PA,SYBERTSVILLE,contracting_office,04/01/2016 00:00:00,USDA  ANIMAL AND PLANT HEALTH,USA,bb0aacd8-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
78772,367478,"VETERANS AFFAIRS, DEPARTMENT OF",TX,AUSTIN,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f0b2e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
32507,364414,"VETERANS AFFAIRS, DEPARTMENT OF",FL,PENSACOLA,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5adcee-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
96370-1100,N61056,DEPT OF DEFENSE,AP,FPO,contracting_office,05/31/2013 00:00:00,FLEET ACTIVITIES OKINAWA,USA,bb918f22-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20090-6456,1231FS,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA  AMS  LS AND SEED DIV    CPB,USA,bafe08d2-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
73104,367309,"VETERANS AFFAIRS, DEPARTMENT OF",OK,OKLAHOMA CITY,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS  HOSPITAL,USA,bb5f0a9e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20737-1229,123LAW,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  OA  NBCI,USA,bb0ee96c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
95678,15F007,"JUSTICE, DEPARTMENT OF",CA,ROSEVILLE,contracting_office,04/01/2016 00:00:00,SACRAMENTO FIELD OFFICE,USA,bb41852c-89d1-11e7-89d0-1cc1de329608,FEDERAL BUREAU OF INVESTIGATION,1549
72401,127A96,"AGRICULTURE, DEPARTMENT OF",AR,JONESBORO,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,baf9d82a-89d1-11e7-89d0-1cc1de329608,NATIONAL AGRICULTURAL STATISTICS SERVICE,12H5
66101,15B400,"JUSTICE, DEPARTMENT OF",KS,KANSAS CITY,contracting_office,04/01/2016 00:00:00,DEPT OF JUSTICE BUREAU OF PRISONS,USA,bb392416-89d1-11e7-89d0-1cc1de329608,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,1540
20405,47QTCE,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,ITS/ NETWRK SVCS CONTRACT OPNS DIV2,USA,bb6fbe2a-89d1-11e7-89d0-1cc1de329608,FEDERAL ACQUISITION SERVICE,4732
19111,S4306A,DEPT OF DEFENSE,PA,PHILADELPHIA,contracting_office,10/01/2004 00:00:00,DCMA NAVAL SPECIAL EMPHASIS OPS,USA,bbb78a20-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
66048,36C770,"VETERANS AFFAIRS, DEPARTMENT OF",KS,LEAVENWORTH,contracting_office,04/01/2016 00:00:00,NATIONAL CMOP OFFICE (NCO)(00770),USA,bb67691e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
10001,3623EK,"VETERANS AFFAIRS, DEPARTMENT OF",NY,NEW YORK,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS  OIG  51NY,USA,bb56a924-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
08104-2412,122262,"AGRICULTURE, DEPARTMENT OF",NJ,CAMDEN,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb0aaba0-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
,12B6AA,"AGRICULTURE, DEPARTMENT OF",QC,QUEBEC,contracting_office,04/01/2016 00:00:00,USDA GIPSA,CAN,bb2c8de8-89d1-11e7-89d0-1cc1de329608,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",12K4
96368-5199,FA5270,DEPT OF DEFENSE,AP,APO,contracting_office,10/01/2004 00:00:00,FA5270  18 CONS LGC,USA,bbaaf828-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
20520,19HR90,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY ZAGREB,USA,bb4a05ce-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
85326,1294NU,"AGRICULTURE, DEPARTMENT OF",AZ,BUCKEYE,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ KARNAL BUNT,USA,bb242712-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
32207-2714,124219,"AGRICULTURE, DEPARTMENT OF",FL,JACKSONVILLE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb131e64-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
32542-6810,FA8651,DEPT OF DEFENSE,FL,EGLIN AFB,contracting_office,10/01/2004 00:00:00,FA8651  AFRL RWK,USA,bbaf29d0-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
