<AWDNBR>,<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<LINENBR>,<OFFADD>,label,<CLASSCOD>,<NAICS>,<AWDAMT>,iname,<AWDDATE>,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<DATE>,<DESC>,<AWARDEE>,<CONTACT>,<NTYPE>
W25G1V-17-P-1109,39--Hand Truck/ Lift Electrics Standing,01232018,17,,Department of the Army,ALL,"11 Hap Arnold Blvd, Tobyhanna, PA 18466",<AWARD>,39,,"$34,736.40",0bb80387-8a77-11e7-89d0-1cc1de329608,082217,719201Y9,https://www.fbo.gov/notices/281a210f694c4a8e3ed2fa64f95af02c,FedBid,FedBid.com -- for Department of Army procurements only,"FRONTIER INTERNATIONAL GROUP, LLC [DUNS: 080578344],3791 White Ash Road,S Bernardinoan CA 92407",0822,No Description Provided,"CROWN EQUIPMENT CORPORATION [DUNS: 005040480],40 S WASHINGTON ST 44,NEW BREMEN OH 45869","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPE5E817V8221,"53--PLUG,PROTECTIVE,DUS",09062017,17,David.M.Lamb@dla.mil,Defense Logistics Agency,0001,DLA TROOP SUPPORTHARDWARE (ACQ I-2)700 ROBBINS AVENUEPHILADELPHIA PA  19111USA,<AWARD>,53,332510,$28963.99,0bb80373-8a77-11e7-89d0-1cc1de329608,082217,SPE5E817TB919,https://www.fbo.gov/spg/DLA/J3/DSCP-I-BSM/Awards/SPE5E817V8221.html,DLA Acquisition Locations,DLA Troop Support - Construction  Equipment - BSM,19111,0822,Link To Document,Seal Dynamics LLC 600 Prime Pl  Hauppauge 11788-5301 US,David Lamb215-737-2602David.M.Lamb@dla.mil,
W911S2-17-P-0511,99--Visions Faux Wood White 2-in blinds,02112018,17,,Department of the Army,ALL,"2261 GA. 144E BLDG 8073, FT. STEWART, GA 31314",<AWARD>,99,,"$11,000.00",0bb8038d-8a77-11e7-89d0-1cc1de329608,082217,STEWARTDPTMSRJ00010,https://www.fbo.gov/notices/66262201c2d7740e0f7197b11374ea45,FedBid,FedBid.com -- for Department of Army procurements only,"GLASER DIRECT, INC. [DUNS: 082546896],800 ROOSEVELT RD,GLEN ELLYN IL 60137-3504",0822,No Description Provided,"WINDOW FASHIONS [DUNS: 939844069],1735 East 45 Street,Brooklyn NY 11234","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPE7L017V7071,"61--CHARGER,BATTERY",09062017,17,KIMBERLY.WATSON@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMELAND SUPPLY CHAIN ESOC BUYSPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,61,335999,$42088.40,0bb80328-8a77-11e7-89d0-1cc1de329608,082217,SPE7L717T6011,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7L717T6011/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,Technology Program Services 2494 Ridgeway Blvd  Manchester 08759-5703 US,Kimberly Watson614-692-7401KIMBERLY.WATSON@DLA.MIL,COMBINE  
SPE4A115G00017501,"15--DUCT ASSEMBLY,BLEED",09062017,17,NICOLE.LAWRENCE@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC SUPPLIER OPER OEM DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,15,336413,$31650.56,0bb802ec-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517TP814,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A115G00017501.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"BOEING COMPANY, THE DBA Boeing 6200 JS MCDONNELL BLVD  SAINT LOUIS 63134-1939 US",NICOLE LAWRENCE804-279-3773NICOLE.LAWRENCE@DLA.MIL,
A17PX01429,Z--Traffic Markings,02052018,17,,Department of the Interior,ALL,"316 N. 26th Street, Billings, MT 59101",<AWARD>,Z,,"$49,695.42",0bb8029a-8a77-11e7-89d0-1cc1de329608,082217,0040352476,https://www.fbo.gov/spg/DOI/BIA/RestonVA/0040352476/listing.html,Bureau of Indian Affairs,BIA - DAPM,"AMERICAN WORDATA, INCORPORATED [DUNS: 048474621],8190 W. DEER VALLEY RD SUITE 104,PEORIA AZ 85382",0822,No Description Provided,"AMG COMPANY INC. DBA AMERICAN MARKETING GROUP [DUNS: 944247449],1060 Calle Negocio, Suite E,San Clemente CA 92673","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
N3943017D1912,"U--Oil Spill Response Training, World Wide",09062017,17,,Department of the Navy,,"N39430 NAVFAC EXWC, Port Hueneme 1000 23rd AVE  Port Hueneme, CA",<AWARD>,U,541620,"$5,000,000",0bb803bf-8a77-11e7-89d0-1cc1de329608,082217,N3943017R1912,https://www.fbo.gov/notices/a8dca769d743f391d85804d57988ad67,Naval Facilities Engineering Command,NAVFAC EXWC Port Hueneme,93043,0822,"The Naval Facilities Engineering  and  Expeditionary Warfare Center (EXWC) in Port Hueneme, California awarded a Single Award, Firm-Fixed Price (FFP), Indefinite-Delivery/ Indefinite Quantity (IDIQ) contract to provide Oil Spill Response Training.  This contractxe2x80x99s purpose is to provide instruction of three classes: Facility Response Plan Training, Spill Management Team Training, and New Skimmer Training, at various locations worldwide, including Navy facilities in both the continental United States (CONUS) and outside the continental United States (OCONUS).","LRS Gryphon JV LLC8221 Ritchie Hwy, Ste 300Pasadena, MD 21122","Elizabeth Corder, Contracting OfficerElizabeth.Corder@navy.mil805-982-4012Erica Georgiadis, Contract Specialist805-982-5077erica.georgiadis@navy.mil",
SPE4A617VH909,"31--BEARING,BALL,STACK",09062017,17,Tiffany.Henderson@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,31,332991,$39417.30,0bb802e0-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517U0202,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617VH909.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,Aero Precision Industries LLC 201 Lindbergh Ave  Livermore 94551-7667 US,TIFFANY BOWMAN804-279-4627Tiffany.Henderson@dla.mil,
SPE4A117P1237,"16--SKID SHOE KIT,HEAVY",09062017,17,STEVE.ALLGEIER@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONAVIATION SUPPLY CHAIN8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,16,336413,$123598.72,0bb802f8-8a77-11e7-89d0-1cc1de329608,082217,SPE4A717TA138,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A117P1237.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"SHWAYDER COMPANY, THE 2335 E LINCOLN ST  BIRMINGHAM 48009-7704 US",Steve ALLGEIER804-279-4105STEVE.ALLGEIER@DLA.MIL,
V797D-70204,"Q--Texas Orthopaedic Products  Services, LLC 65IIA Medical Equipment  Services V797D-70204 Effective 8/1/2017 - 7/31/2022 ",09182017,17,HelpDesk.ammhinFSS@va.gov,Department of Veterans Affairs,,"Department of Veterans Affairs;OAL / National Acquisition Center;Building 37;1st Avenue, One Block North of Cermak;Hines IL  60141",<AWARD>,Q,339113,$0.00,0bb8040a-8a77-11e7-89d0-1cc1de329608,072017,65IIA,https://www.fbo.gov/spg/VA/VANAC/VANAC/65IIA/listing.html,VA National Acquisition Center,Department of Veterans Affairs National Acquisition Center,60141,0822,Link To Document,"TEXAS ORTHOPAEDIC PRODUCT AND SERVICES, LLC;805 RIDING CLUB RD;ROCKWALL;TX;75087",FSS Service Help Desk708-786-7737helpdesk.ammhinfss@va.govFSS Help Desk,
FA860611D6360000215,"R--ACAT III, AFLCMC/WNU, IAE REA",09062017,17,,Department of the Air Force,,"USAF/AFMC/AFLCMC, AF LIFE CYCLE MANAGEMENT CENTER, 1981 MONAHAN WAY, BLDG 12, WRIGHT-PATTERSON AFB OH 45433-7205",<AWARD>,R,541712,$1058432,0bb80272-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/USAF/AFMC/ASC/Awards/FA860611D6360000215.html,Air Force Materiel Command,"AFLCMC/PK - WPAFB (includes  PZ, WL, WW, WI, WN, WK, LP, WF, WK)",45433,0822,No Description Provided,"TIAX LLC, 35 HARTWELL AVE, LEXINGTON MA 02421-3102","JESSICA M VETTER, Contracting Negotiator, Phone 9379383813 x, Email jessica.vetter.1@us.af.mil; ABBY J HOEFLER, Contracting Officer, Phone 9379383727 x, Email abby.hoefler@us.af.mil",
FA8125-17-P-0096,Universal Engine Change System,02212018,17,,Department of the Air Force,,7858 5th Street Ste 1 Tinker AFB OK 73145-9106,<AWARD>,49,333999,"$2,200,732.00",0bb80280-8a77-11e7-89d0-1cc1de329608,082217,FA8125-17-Q-0097,https://www.fbo.gov/spg/USAF/AFMC/OCALCBC/Awards/FA8125-17-P-0096.html,Air Force Materiel Command,Tinker AFB - AFSC/PZIO,73145-9106,0822,,Universal Engine Change System,"James D. Farirs, Phone 4055826200, Email james.farris.1@us.af.mil",
SPE7M317P4559,"47--HOSE,AIR DUCT",09062017,17,FREDDIE.VAZQUEZ@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEFLUID HANDLING DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,47,332999,$84052.80,0bb8033a-8a77-11e7-89d0-1cc1de329608,082217,SPE7M317T7300,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7M317T7300/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"HBD INDUSTRIES, INC DBA CHANUTE 201 N ALLEN AVE  CHANUTE 66720-1428 US",Freddie Vazquez614-692-4031FREDDIE.VAZQUEZ@DLA.MIL,COMBINE  
GS-04P-LNC00247,"General Services Administration (GSA) seeks to lease the following space in McLeansville, NC",11222017,17,,General Services Administration,,,<AWARD>,X,531120,"$1,667,478.80",0bb803df-8a77-11e7-89d0-1cc1de329608,071317,5NC0178,https://www.fbo.gov/notices/6911e0305d3cf9e99630db31df195d05,Public Buildings Service (PBS),PBS Center for Broker Services (47PA05),"CIP 2014/SG COVINA OWNER, LLC",0822,,"SRA/Eastport Office Building, LLC, 5345 Pine Tree Drive, Miami Beach, FL 33140-2143 US","David Barrueta, Vice President, Phone 404-682-3445, Email david.barrueta@cushwake.com",PRESOL
VA249-18-C-10235,"M--Valet Parking Service VA Medical Center Louisville, KY   ",11282017,17,craig.ziegemeier@va.gov,Department of Veterans Affairs,"0001, 1001, 2001, 3001, and 4001",Department of Veterans Affairs;Network Contracting Office 9;1639 Medical Center Parkway;Suite 400;Murfreesboro TN  37129,<AWARD>,M,812930,"$1,145,620.76",0bb803a7-8a77-11e7-89d0-1cc1de329608,082117,VA24917Q0114,https://www.fbo.gov/spg/VA/NaVAMC/VAMCCO80220/Awards/VA249-18-C-10235.html,Nashville VAMC,Department of Veterans Affairs Medical Center,37129,0822,Link To Document,"NAVIGATOR INTERNATIONAL, LLC;301 FRANKLIN ST SE;HUNTSVILLE;AL;35801",Craig Ziegemeiercraig.ziegemeier@va.govContracting Officer,
SPE4A417V9084,"61--CABLE ASSEMBLY,SPEC",09062017,17,DEBORAH.JORDAN@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONSUPPLIER OPER SUPPLIER SPT DIV8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,61,334419,$38280.00,0bb802de-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TCY53,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TCY53/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,TE Connectivity Seacon Phoenix 15 Gray Ln Ste 108  Ashaway 02804-1210 US,DEBORAH JORDAN804-279-2616DEBORAH.JORDAN@DLA.MIL,COMBINE  
GS-09B-LCA02156,Lease GS-9B-LCA02156,,17,,General Services Administration,,"300 North Los Angeles Street, Ste 2300 Los Angeles CA 90012",<AWARD>,X,531120,"$224,138.72",0bb803de-8a77-11e7-89d0-1cc1de329608,082217,6CA0949,https://www.fbo.gov/spg/GSA/PBS/9PXE/Awards/GS-09B-LCA02156.html,Public Buildings Service (PBS),LASC-Real Estate Services Branch (9PLE),90012,0822,"Synopsis:GSA has executed a lease extension for 12 months soft for 8,347 rentable square feet of space for DOD IG in West Covina, CA. The lease extension has been awarded to CIP 2014/SG COVINA OWNER, LLC. Commencing August 16, 2017 through August 15, 2018, the US Government shall pay Lessor annual rent of $224,138.72.","CIP 2014/SG COVINA OWNER, LLC","Susan Truong, Phone 2139233918, Email susan.truong@gsa.gov",
,"59--Connectors, Electrical",,17,,Department of the Army,,"DEFENSE LOGISTICS AGENCY, 5201 MARTIN ROAD/DLA-AVN-AH",<AWARD>,59,335931,,0bb802cf-8a77-11e7-89d0-1cc1de329608,,SPRRA217Q0037,,Defense Logistics Agency Detachment,DLA Aviation and Missile Command (Missile),35898,0822,,,,
SPE7L017P2625,"30--ACTUATOR,MECHANICAL",09062017,17,teresa.parks@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMELAND SUPPLY CHAIN ESOC BUYSPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,30,333613,$25534.74,0bb8035a-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7L017P2625.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"CRITICAL SOLUTIONS INTERNATIONAL, 2284 CLEMENTS FERRY RD  CHARLESTON 29492-8539",Teresa Parks614-692-5692teresa.parks@dla.mil,
SPMYM317F3062,Oscilloscopes,,17,,Defense Logistics Agency,,P O Box 3990 Columbus OH 43218-3990,<AWARD>,59,334515,"$26,888.08",0bb8031a-8a77-11e7-89d0-1cc1de329608,082217,SPMYM3-17-Q-3062,https://www.fbo.gov/spg/DLA/J3/DSCC/SPMYM3-17-Q-3062/listing.html,DLA Acquisition Locations,DLA Land and Maritime,43218-3990,0822,"Award was made in its entirety to Testmart in the amount of $26,888.08.","Testmart, San Bruno, CA 94066 US","Rachel J. McCluskey, Phone 207-438-6818, Fax 207-438-1251, Email rachel.mccluskey@navy.mil",COMBINE  
SPE4A114G0009U3GZ,59--ELECTRONIC COMPONEN,09062017,17,DONDIEGO.BOLER@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEACTIVE DEVICES DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,59,334412,$61572.00,0bb80335-8a77-11e7-89d0-1cc1de329608,082217,SPE7M517TN801,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE4A114G0009U3GZ.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,GE AVIATION SYSTEMS LLC DBA GE 740 EAST NATIONAL RD  VANDALIA 45377-3062 US,Dondiego Boler614-692-7047DONDIEGO.BOLER@DLA.MIL,
200-2017-F-95694,Brand Name SCIEX QTRAP 6500 System and Associated Equipment,,17,,Department of Health and Human Services,Multiple,"2920 Brandywine Road, Room 3000 Atlanta GA 30341-4146",<AWARD>,66,,"$338,692.13",0bb802c0-8a77-11e7-89d0-1cc1de329608,082217,2017-Q-67324,https://www.fbo.gov/spg/HHS/CDCP/PGOA/Awards/200-2017-F-95694.html,Centers for Disease Control and Prevention,Procurement and Grants Office (Atlanta),30341-4146,0822,,"AB Sciex LLC, 1201 Radio Road, Redwood City, CA 94065 US","Betty B Vannoy, Contracting Officer, Phone 770-488-2891, Fax  770-488-2688, Email bbv9@cdc.gov",
SPE4A117G00040173,"16--SENSING UNIT,TEMPER",09062017,17,TRAM-ANH.PHELPS@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC SUPPLIER OPER OEM DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,16,336413,$511361.07,0bb80302-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A117G00040173.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,Northrop Grumman Systems 5000 US Hwy 1 N  Saint Augustine 32095-6200 US,Tram-Anh Phelps804-279-5377TRAM-ANH.PHELPS@DLA.MIL,
FA875017C0191,A--Assisted Knowledge Acquisition for Mission Assurance Researc,09062017,17,,Department of the Air Force,,"USAF, AFMC, AIR FORCE RESEARCH LABORATORY, 26 ELECTRONIC PARKWAY, ROME NY 13441-4514",<AWARD>,A,541712,$1291748,0bb80273-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/USAF/AFMC/AFRLRRS/Awards/FA875017C0191.html,Air Force Materiel Command,AFRL/RIK -  Rome ,22554,0822,No Description Provided,"BOEING COMPANY, THE, DEFENSE, SPACE  SECURITY 5301 BOLSA AVE, HUNTINGTON BEACH CA 92647-2048","SHELLEY  DORMIO, Contracting Negotiator, Phone 315-330-2116 x, Email Shelley.Dormio@us.af.mil; ASHLEY M VANDENTOP, Contracting Officer, Phone 3153304457 x, Email ASHLEY.VANDENTOP@US.AF.MIL",
W911S2-17-P-0524,70--Police vehicle computer mounts,01312018,17,,Department of the Army,ALL,"1816 22ND ST, FT POLK, LA 71459",<AWARD>,70,,"$40,481.02",0bb8038b-8a77-11e7-89d0-1cc1de329608,082217,POLKDESPOLICELJP0021,https://www.fbo.gov/notices/49b0e57fd99a51eb6fb0155654f1f353,FedBid,FedBid.com -- for Department of Army procurements only,"LAURUS SYSTEMS, INC [DUNS: 027861462],8779 AUTUMN HILL DRIVE,ELLICOTT CITY MD 21043",0822,No Description Provided,"ATVIROTECH INC [DUNS: 010592360],1918 Mackenzie Way,Missouri city TX 77489","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
FA8526-16-M-0004-P00002,"17--Aircraft Launching, Landing, and Ground Handling Equipment",09062017,17,,Department of the Air Force,,GLOBEMASTER (C-17); 235 BYRON ST STE 19A;BLDG 300 CML PHN 478 327 7137; ROBINS AFB; GA; 31098-1670,<AWARD>,17,336413,"$87,033.00",0bb80277-8a77-11e7-89d0-1cc1de329608,082217,FA8526-16-Q-0003,https://www.fbo.gov/spg/USAF/AFMC/WRALC/Awards/FA8526-16-M-0004-P00002.html,Air Force Materiel Command,PK/PZ - Robins AFB,31098,0822,No Description Provided,"ASTRO-TEK INDUSTRIES INCORPORATED,ASTRO-TEK1198 N KRAEMER BLVD,ANAHEIM CA 92806-2113","Esther D Crowe, Phone 478-222-2675, Fax 478-926-9656, Email esther.crowe@us.af.mil",
HHSN316201500034W VA250-17-F-4460,65--610-17-3-279-0102 PHARMACY PRE PACKER    ,09202017,17,kellie.konopinski@va.gov,Department of Veterans Affairs,,Department of Veterans Affairs;Ann Arbor Healthcare System;Network Contracting Office 10;2215 Fuller Road;Ann Arbor MI  48105,<AWARD>,65,339113,"$440,104.07",0bb803ff-8a77-11e7-89d0-1cc1de329608,082117,VA25017Q0921,https://www.fbo.gov/spg/VA/VAAAHCS506/VAAAHCS506/Awards/HHSN316201500034W VA250-17-F-4460.html,VA Ann Arbor Health Care System,Department of Veterans Affairs Ann Arbor Health Care System,48105,0822,Link To Document,"FOUR POINTS TECHNOLOGY, L.L.C.;14900 CONFERENCE CENTER DR STE 100;CHANTILLY;VA;20151",Kellie KononpinskiKellie.Konopinski@va.gov734-222-4330kellie.konopinski@va.gov,
N68836-17-P-0773,61--POWER DISTRIBUTION CENTER,01282018,17,,Department of the Navy,ALL,"930 USS Hunley Ave, Jacksonville, FL 31547",<AWARD>,61,,"$77,239.68",0bb803cf-8a77-11e7-89d0-1cc1de329608,082217,N68836-17-Q-0178,https://www.fbo.gov/notices/d11e24a93b836c486efdafe5f51a3bf1,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Jacksonville,"REINEN MACHINE SALES INC [DUNS: 858576135],11 LAOMATONG WAY,BEDMINSTER NJ 07921",0822,No Description Provided,"EVOLUTION INTERCONNECT SYSTEMS, INC.  [DUNS: 079278062],4000 Hollywood Blvd,Hollywood FL 33021-1225","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPE4A717PD832,"16--CONTROL COLUMN,AIRC",09062017,17,FRANCES.WILHELM@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC SUPPLIER OPER AE AND AF DIV8000 JEFFERSON DAVIS HWYRICHMOND VA  23297USA,<AWARD>,16,336413,$57223.00,0bb802e4-8a77-11e7-89d0-1cc1de329608,082217,SPE4A717TH709,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A717PD832.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,Astronics Advanced Electronic 12950 Willows RD NE  Kirkland 98034-8769 US,FRANCES WILHELM804-279-5959FRANCES.WILHELM@DLA.MIL,
SPE4A115G00015092,"15--PANEL,STRUCTURAL,AI",09062017,17,Maria.Phillips@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,15,336413,$59975.10,0bb802ef-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517TS582,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A115G00015092.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,THE BOEING COMPANY DBA BOEING 7755 E MARGINAL WAY S  SEATTLE 98108-4002 US,Maria Phillips804-279-4388Maria.Phillips@dla.mil,
N3225317P0078,X-ray Microanalysis Maintenance,,17,,Department of the Navy,0001,"667 Safeguard StrSTE 500, Code 400 Pearl Harbor HI 96860-5023",<AWARD>,J,811219,"$39,672.23",0bb803ca-8a77-11e7-89d0-1cc1de329608,082217,N32253-17-R-0025,https://www.fbo.gov/spg/DON/NAVSEA/N47456/N32253-17-R-0025/listing.html,Naval Sea Systems Command,Pearl Harbor Naval Shipyard (PHNSY) and IMF,96860-5023,0822,,"The Remi Group, LLC, 11325 N.Community House Rd Ste 300, Charlotte, NC 28277-1978 US","Jacob L. Walker, Contract Specialist, Phone 80847380005190, Email jacob.l.walker1@navy.mil - Megan K. Ho, Phone 8084738000, Email megan.ho@navy.mil",COMBINE  
D15PA00012/A17PB00262,66--IGF::OT::IGF::Trimble Software and Software Mainte,09062017,17,,Department of the Interior,,BIA NAVAJO 00009301 WEST HILL ROOM 346Contracting OfficeGallupNM87301US,<AWARD>,66,334511,"$1,321.00",0bb8029b-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOI/BIA/RestonVA/Awards/D15PA00012/A17PB00262.html,Bureau of Indian Affairs,BIA - DAPM,87301,0822,IGF::OT::IGF::TRIMBLE NAVIGATION LIMITED,TRIMBLE INC.5475 KELLENBURGER RDDAYTONOH45424-1013US,"WILLIAMS-JAMES, CHARMAINE",
M67001-17-P-1320,Stryker Ambulance Cots  Accessories - Brand Name Only,,17,,Department of the Navy,,PO Box 8368 MCB Camp Lejeune NC 28547-8368,<AWARD>,63,339113,"$89,011.97",0bb803fb-8a77-11e7-89d0-1cc1de329608,082217,M67001-17-Q-1319,https://www.fbo.gov/spg/DON/USMC/M67001/M67001-17-Q-1319/listing.html,United States Marine Corps,MCB Camp Lejeune - RCO,28547-8368,0822,,TRILLAMED LLC,"Deborah L Woleslagle, Purchasing Agent , Phone 910-451-1578, Fax 910-451-2331, Email deborah.woleslagle@usmc.mil - Laurie Lenser, Contracting Officer, Phone 910-451-1467, Fax 910-451-2331, Email Laurie.lenser@usmc.mil",COMBINE  
SPE7M117P7866,"47--SPOOL PIECE,OUTLET",09062017,17,DENISE.MAYO@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEMARITIME SUPPLY CHAINPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,47,332999,$81222.84,0bb80340-8a77-11e7-89d0-1cc1de329608,082217,SPE7M117TM943,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7M117TM943/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,ARGO TURBOSERVE CORPORATION DBA A 5700 Thurston Ave Ste 103  VIRGINIA BEACH 2345,Denise Mayo614-692-2504DENISE.MAYO@DLA.MIL,COMBINE  
L17PA00154,38--CRUSHED AGGREGATE BLANKET PURCHASE AGREEMENT,09062017,17,,Department of the Interior,,"BLM OR-ST OFC PROC MGMT BR(OR952)1220 SW 3rd Avenue, 12th FloorPORTLANDOR97204US",<AWARD>,38,212319,$0.00,0bb802a6-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOI/BLM/OR/Awards/L17PA00154.html,Bureau of Land Management,Oregon Region,97204,0822,IGF::OT::IGFCRUSHED AGGREGATE,"E.M. OIL TRANSPORT, INC.1145 S TAYLOR AVEMONTEBELLOCA90640-6022US","Cyr, Brian",
SPE7M817P3413,"59--SWITCH,THERMOSTATIC",09062017,17,Mary.Ozello@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMESWITCHES RELAYS WIRE AND CABLE DIVPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,59,334418,$70230.15,0bb80355-8a77-11e7-89d0-1cc1de329608,082217,SPE7M817T3523,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7M817T3523/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,REM PRODUCTS INC. 3830 E 40TH ST  TUCSON 85713-5333 US,Mary Kae Ozello614-692-2635Mary.Ozello@dla.mil,COMBINE  
200-2017-M-95603,Purchase of B-glucuronidase enzyme and Associated Supplies,,17,,Department of Health and Human Services,Multiple,"2920 Brandywine Road, Room 3000 Atlanta GA 30341-4146",<AWARD>,68,325998,"$105,000.00",0bb802c3-8a77-11e7-89d0-1cc1de329608,082217,2017-Q-67268,https://www.fbo.gov/spg/HHS/CDCP/PGOA/2017-Q-67268/listing.html,Centers for Disease Control and Prevention,Procurement and Grants Office (Atlanta),30341-4146,0822,,"Sigma-Aldrich, Inc., 3050 Spruce St., St. Louis, MO 63103 US","Betty B Vannoy, Contract Specialist, Phone 770-488-2891, Fax  770-488-2688, Email bbv9@cdc.gov",PRESOL
VA250-17-C-0184,"R--Guest Access Internet (Patient Wireless) Circuits Installation and Support for Wade Park Campus and Twenty-Three Ancillary Sites. (CBOCs, Vet Ceneters, A/CRRCs, TR House) ",10132017,17,Roman.Savino@va.gov,Department of Veterans Affairs,1,"Department of Veterans Affairs;Network Contracting Office (NCO) 10;6150 Oak Tree Blvd., Suite 300;Independence OH  44131",<AWARD>,R,517110,"$411,400.36",0bb80298-8a77-11e7-89d0-1cc1de329608,081417,VA25017Q0671,https://www.fbo.gov/spg/VA/BreVAMC/VAMCCO80220/VA25017Q0671/listing.html,Brecksville (Cleveland) VAMC,Department of Veterans Affairs Medical Center,44131,0822,Link To Document,AMERICAN OPERATIONS CORPORATION;14030 THUNDERBOLT PL STE 700;CHANTILLY;VA;20151,Roman SavinoContracting-Contract Specialist216-447-8300 x3788Patient Internet Access,PRESOL
